97,20,-18,-2,2,2,-5,1,40,9,6,-2,-2,-11,-23,-8,-12,-2,-3,-2,-19,11,4,2,10,
98,19,-17,-6,-1,1,-4,6,35,6,5,-5,-3,-20,-22,-8,-9,1,0,3,-16,18,5,3,7,
99,15,-15,-9,-4,2,-3,10,27,2,4,-8,-4,-26,-18,-5,-6,4,3,9,-14,22,6,2,4,
100,8,-12,-9,-7,3,0,13,16,-3,3,-11,-5,-29,-11,-1,-3,7,4,16,-13,23,7,1,1,
101,2,-8,-6,-6,4,3,15,2,-7,2,-14,-4,-29,-5,2,0,6,3,20,-9,21,4,4,-2,
102,-3,-3,-2,-5,5,4,16,-15,-8,1,-17,-1,-26,0,4,3,5,2,21,-2,16,1,7,-5,
103,-7,3,3,-4,6,5,16,-29,-6,0,-14,2,-20,2,5,6,2,1,19,4,8,-2,6,-8,
104,-10,8,9,-3,5,6,15,-40,-1,-1,-11,5,-11,5,5,9,3,0,14,7,-3,-5,3,-11,
105,-12,10,12,-2,2,3,11,-48,5,-4,-8,6,1,9,4,12,4,-1,8,9,-11,-6,2,-8,
106,-11,9,12,1,-1,0,4,-53,10,-7,-5,5,14,13,4,13,4,0,1,11,-16,-7,2,-5,
107,-7,9,9,4,0,-3,-4,-55,14,-8,-2,4,24,14,5,10,1,1,-5,12,-18,-6,1,-2,
108,0,10,5,7,1,-4,-13,-54,15,-9,1,1,31,12,7,7,-2,2,-10,12,-17,-5,0,1,
109,6,12,2,6,2,-3,-19,-50,13,-6,4,-2,35,8,8,4,-4,1,-14,10,-13,-4,-2,4,
110,11,11,0,5,-1,-2,-22,-43,8,-3,7,-5,36,5,8,1,-3,0,-17,7,-6,-3,-3,7,
111,15,7,-1,4,-4,-1,-22,-33,1,0,10,-7,34,3,6,-2,-2,-2,-19,3,4,-2,-4,10,
112,18,0,1,3,-7,2,-19,-20,-5,3,13,-6,29,1,1,-5,-2,-5,-20,-1,13,-1,-4,9,
113,20,-8,3,2,-8,2,-15,-4,-8,4,16,-3,21,-4,-4,-8,-5,-5,-18,-4,19,2,-3,6,
114,21,-13,4,1,-5,1,-10,11,-8,5,15,0,10,-10,-8,-11,-6,-4,-13,-8,22,5,-4,3,
115,19,-15,4,-2,-2,0,-4,23,-6,6,12,2,-2,-15,-10,-12,-5,-2,-5,-13,22,8,-5,0,
116,14,-15,3,-5,0,-1,3,32,-3,7,9,3,-15,-18,-9,-13,-3,1,6,-19,19,11,-6,-3,
117,6,-16,1,-8,-1,-2,11,38,1,8,6,4,-25,-20,-5,-10,-2,4,16,-22,13,10,-3,-6,
118,-1,-18,-1,-7,-2,-2,18,41,5,7,3,4,-32,-21,2,-7,-1,7,23,-22,4,7,0,-9,
119,-7,-21,0,-6,-3,1,24,41,6,6,0,1,-36,-21,10,-4,0,8,27,-19,-6,4,3,-10,
120,-12,-22,2,-5,-1,2,29,38,6,5,-3,0,-37,-19,15,-1,2,5,28,-17,-13,1,2,-7,
121,-16,-20,5,-4,2,3,31,32,5,2,-6,-1,-35,-16,17,2,3,2,28,-16,-17,0,1,-4,
122,-19,-15,8,-3,5,3,30,23,4,-1,-9,-1,-30,-13,16,5,3,-1,27,-15,-18,-1,1,-1,
123,-21,-8,10,-2,7,2,26,11,4,-4,-12,0,-22,-11,12,8,2,-4,25,-12,-16,-2,3,2,
124,-22,-2,11,-1,6,1,19,-4,5,-7,-15,1,-11,-8,5,11,3,-7,22,-6,-11,-3,6,5,
125,-20,1,9,2,3,-2,11,-20,6,-8,-16,1,1,-2,-2,12,6,-7,16,1,-3,-6,7,8,
126,-15,2,4,5,1,-5,2,-33,6,-9,-13,0,14,5,-8,13,7,-6,7,6,8,-9,5,11,
127,-7,4,0,8,2,-4,-6,-43,5,-8,-10,-1,24,11,-11,10,6,-3,-3,8,16,-10,2,8,
128,4,7,-3,11,3,-3,-13,-50,3,-7,-7,-2,31,14,-11,7,3,0,-14,9,21,-11,1,5,
129,14,11,-5,10,4,-2,-19,-54,0,-6,-4,-3,35,14,-8,4,0,3,-22,9,23,-8,0,2,
130,23,14,-6,9,3,-1,-24,-55,-4,-5,-1,-4,36,11,-2,1,-3,6,-27,10,22,-5,1,-1,
131,31,14,-4,8,0,2,-28,-53,-7,-4,2,-3,34,7,3,-2,-4,5,-29,12,18,-2,2,-4,
132,38,11,-1,7,-3,3,-31,-48,-7,-3,5,0,29,4,7,-5,-3,4,-28,13,11,1,1,-7,
133,42,7,3,4,-4,4,-31,-40,-4,0,8,3,23,2,10,-6,-2,3,-26,11,1,2,-2,-10,
134,43,2,6,1,-5,3,-28,-29,2,3,11,6,16,1,10,-7,-1,0,-23,6,-8,3,-5,-9,
135,41,-4,8,-2,-6,2,-22,-15,9,6,14,7,8,1,7,-8,0,-3,-19,-2,-14,4,-8,-6,
136,36,-9,9,-5,-5,1,-13,2,13,9,17,4,-1,-2,5,-9,-3,-2,-14,-11,-17,5,-9,-3,
137,28,-13,9,-8,-4,0,-3,16,14,10,14,1,-11,-6,4,-10,-4,-1,-6,-17,-17,8,-6,0,
138,17,-16,8,-11,-3,-1,6,27,12,9,11,-2,-18,-11,4,-7,-5,0,3,-20,-14,9,-3,3,
139,3,-18,6,-14,-2,-2,14,35,7,8,8,-5,-22,-17,5,-4,-6,1,13,-20,-8,10,0,6,
140,-10,-19,3,-13,-1,-3,19,40,-1,5,5,-8,-23,-24,7,-1,-7,2,22,-17,1,9,3,9,
141,-22,-19,-1,-12,0,-4,23,42,-6,4,2,-5,-21,-28,6,2,-4,-1,28,-15,11,6,2,10,
142,-31,-18,-4,-9,1,-3,26,41,-8,3,-1,-2,-18,-29,4,3,-1,-2,31,-14,18,3,1,7,
143,-37,-16,-6,-6,2,-2,28,37,-7,2,-4,1,-14,-27,1,4,2,-3,31,-14,22,0,0,4,
144,-40,-13,-7,-3,3,-1,29,30,-3,1,-7,4,-9,-22,-3,5,5,-4,28,-15,23,-3,-1,1,
145,-40,-11,-5,0,2,2,27,20,1,-2,-10,4,-3,-14,-7,6,8,-4,24,-15,21,-4,0,-2,
146,-37,-10,-2,3,1,3,22,7,4,-5,-13,3,4,-5,-8,7,9,-1,19,-12,16,-5,3,-5,
147,-31,-8,2,6,2,4,14,-9,6,-8,-16,2,12,3,-6,8,8,2,13,-6,8,-6,6,-8,
148,-22,-5,7,9,3,5,3,-22,7,-11,-13,1,21,8,-1,9,5,5,6,-1,-3,-7,5,-11,
149,-10,-1,10,12,4,3,-7,-32,6,-10,-10,-1,27,10,5,6,2,6,-2,3,-11,-8,4,-8,
150,5,4,10,15,5,0,-16,-39,4,-9,-7,-2,30,9,12,3,-1,7,-11,6,-16,-9,3,-5,
151,19,10,9,14,6,-1,-22,-43,3,-6,-4,-1,30,5,16,0,-4,4,-19,8,-18,-8,2,-2,
152,32,13,7,13,3,-2,-25,-44,3,-3,-1,0,27,2,17,-3,-3,1,-26,9,-17,-7,1,1,
153,42,13,4,10,0,-3,-27,-42,4,-2,2,1,23,0,15,-4,-2,-2,-30,9,-13,-4,0,4,
154,49,10,1,7,-3,-3,-28,-37,5,-1,5,1,18,-1,10,-5,-1,-5,-31,8,-6,-1,-1,7,
155,53,4,-1,4,-6,-2,-28,-29,5,0,8,0,12,-1,2,-6,0,-8,-29,6,4,2,-2,10,
156,54,-3,0,1,-7,1,-27,-18,2,1,11,-3,5,0,-5,-7,1,-7,-24,1,13,5,-5,9,
157,52,-9,2,-2,-6,2,-23,-4,-2,4,14,-4,-3,0,-9,-8,0,-4,-18,-7,19,6,-8,6,
158,47,-12,3,-5,-3,1,-16,9,-5,7,13,-3,-12,-3,-10,-9,-3,-1,-11,-14,22,7,-7,3,
159,39,-14,3,-8,-2,0,-6,19,-7,10,10,-2,-20,-7,-8,-8,-4,2,-5,-18,22,6,-4,0,
160,28,-15,2,-11,-1,-1,5,26,-8,11,7,-1,-25,-12,-3,-5,-5,5,0,-19,19,5,-1,-3,
161,14,-15,0,-14,0,-2,15,30,-6,10,4,2,-27,-18,3,-2,-6,6,6,-17,13,6,2,-6,
162,-1,-16,-1,-15,-1,-1,22,31,-1,7,1,5,-26,-21,8,1,-3,5,13,-14,4,7,3,-9,
163,-15,-16,0,-14,0,1,26,29,6,4,-2,7,-22,-21,10,4,0,2,19,-12,-6,6,2,-10,
164,-28,-15,2,-13,1,2,27,24,12,1,-5,6,-15,-18,9,7,3,-1,24,-11,-13,5,1,-7,
165,-38,-13,5,-10,2,3,25,16,15,-2,-8,3,-7,-12,7,8,6,-2,28,-11,-17,4,0,-4,
166,-45,-8,9,-7,5,4,22,5,15,-3,-11,0,2,-5,4,9,7,-3,29,-12,-18,1,-1,-1,
167,-49,-2,12,-4,6,3,18,-9,12,-4,-14,-3,12,1,2,10,6,-2,27,-10,-16,-2,2,2,
168,-50,3,13,-1,5,1,13,-22,7,-5,-13,-5,23,4,1,11,3,-1,22,-5,-11,-5,5,5,
169,-48,7,11,2,4,-2,9,-32,1,-4,-10,-6,31,4,1,8,0,0,16,1,-3,-6,6,8,
170,-43,8,6,5,1,-5,6,-39,-5,-3,-7,-6,36,3,1,5,-1,0,9,8,8,-7,7,11,
171,-35,7,0,8,-1,-6,4,-43,-8,-2,-4,-3,38,3,2,2,0,1,1,13,16,-8,5,8,
172,-24,5,-5,11,-2,-5,1,-44,-8,-3,-1,0,37,4,2,-1,1,0,-6,15,21,-7,2,5,
173,-10,2,-9,14,-3,-4,-3,-42,-5,-4,2,3,33,6,1,-4,2,-1,-12,14,23,-6,-1,2,
174,5,0,-10,15,-2,-1,-8,-37,-1,-5,5,4,26,7,-1,-7,1,-2,-15,10,22,-3,-4,-1,
175,19,-1,-8,14,-1,2,-12,-29,3,-4,8,4,16,7,-3,-10,0,-2,-15,3,18,0,-7,-4,
176,30,-1,-3,11,0,5,-15,-18,6,-3,11,3,5,4,-4,-11,-3,-1,-12,-5,11,3,-8,-7,
177,38,-2,3,8,-1,6,-15,-4,8,0,14,2,-7,-2,-2,-12,-6,2,-8,-12,1,4,-7,-10,
178,43,-5,8,5,-3,5,-12,11,7,3,15,-1,-20,-10,3,-13,-8,5,-3,-16,-8,5,-4,-9,
179,45,-9,10,2,-4,2,-8,23,5,4,12,-2,-30,-17,9,-10,-7,6,1,-17,-14,4,-1,-6,
180,44,-14,9,-1,-5,-1,-3,32,4,5,9,-1,-37,-22,14,-7,-5,5,4,-16,-17,3,1,-3,
181,40,-20,7,-4,-6,-2,3,38,4,6,6,0,-41,-24,16,-4,-2,2,6,-14,-17,2,2,0,
182,33,-25,4,-7,-5,-3,10,41,5,7,3,1,-42,-23,15,-1,1,-1,7,-13,-14,1,1,3,
183,23,-27,2,-10,-2,-2,16,41,5,6,0,0,-40,-21,11,2,2,-4,9,-13,-8,2,0,6,
184,10,-26,1,-13,1,-1,21,38,4,5,-3,-1,-35,-18,4,5,3,-7,12,-14,1,3,-1,9,
185,-2,-22,2,-12,4,1,23,32,1,2,-6,-3,-27,-14,-5,8,4,-9,14,-16,12,2,-2,11,
186,-13,-15,2,-11,7,0,22,23,-1,-1,-9,-2,-16,-11,-11,11,3,-6,15,-17,20,1,-1,8,
187,-23,-7,1,-10,8,-1,18,11,-2,-4,-12,-1,-2,-9,-14,14,2,-3,15,-15,25,0,2,5,
188,-30,0,-1,-7,7,-2,11,-4,-2,-7,-15,0,13,-6,-14,15,3,0,14,-10,27,-1,5,2,
189,-34,4,-4,-4,4,-3,5,-20,-1,-6,-16,1,27,-2,-11,14,4,3,10,-2,26,-4,8,-1,
190,-35,5,-6,-1,1,-2,0,-33,-1,-5,-13,0,38,2,-5,11,4,6,5,6,22,-5,8,-4,
191,-33,5,-5,2,0,1,-4,-43,-2,-4,-10,-1,46,7,2,8,5,7,-1,11,15,-6,5,-7,
192,-28,6,-1,5,1,4,-7,-50,-2,-3,-7,0,51,11,8,5,4,6,-8,13,5,-7,2,-10,
193,-20,8,4,8,2,5,-11,-54,1,-4,-4,3,53,14,11,2,3,3,-14,12,-6,-6,-1,-11,
194,-9,11,8,11,3,4,-16,-55,5,-5,-1,4,52,14,11,-1,0,0,-19,10,-14,-5,-2,-8,
195,1,13,11,10,2,3,-20,-53,10,-4,2,5,48,11,8,-4,-3,-3,-21,9,-19,-2,-1,-5,
196,10,12,11,9,-1,0,-23,-48,14,-3,5,4,41,7,6,-7,-4,-2,-20,9,-21,1,0,-2,
197,18,8,10,8,-4,-1,-23,-40,15,0,8,1,31,4,5,-10,-3,-1,-18,8,-20,2,-1,1,
198,25,2,8,7,-6,-2,-20,-29,13,3,11,-2,18,2,5,-13,-2,0,-15,5,-16,3,-3,4,
199,29,-4,5,4,-6,-3,-14,-15,8,6,14,-5,4,0,6,-14,-2,1,-11,-1,-9,4,-6,7,
200,30,-9,3,1,-5,-2,-5,2,0,9,17,-8,-11,-5,6,-15,-5,0,-6,-8,1,5,-7,10,
201,28,-11,0,-2,-2,-3,3,16,-5,8,14,-5,-23,-11,3,-12,-6,-3,0,-14,12,6,-6,11,
202,23,-13,-2,-5,-2,-2,10,27,-7,7,11,-2,-32,-17,-1,-9,-6,-4,7,-17,20,7,-3,8,
203,15,-16,-3,-8,-3,-1,16,35,-6,6,8,1,-38,-21,-6,-6,-4,-5,15,-18,25,8,-1,5,
204,7,-20,-5,-8,-4,-2,19,40,-3,3,5,3,-41,-22,-9,-3,-1,-3,23,-18,27,8,0,2,
205,0,-23,-6,-7,-3,-1,21,42,-1,2,2,2,-41,-20,-9,0,2,0,28,-19,26,5,-1,-1,
206,-6,-23,-6,-6,0,0,22,41,0,1,-1,1,-38,-17,-6,3,3,3,30,-21,22,2,-2,-4,
207,-11,-20,-4,-5,3,2,22,37,0,0,-4,0,-32,-15,-1,6,2,5,29,-22,15,-1,-1,-7,
208,-15,-16,1,-4,4,5,21,30,-1,-1,-7,-1,-23,-14,5,9,1,6,25,-20,5,-4,2,-10,
209,-18,-11,7,-3,5,6,19,20,1,-2,-10,2,-11,-14,9,12,0,4,18,-15,-7,-7,5,-12,
210,-18,-7,12,0,4,5,14,7,4,-5,-13,3,2,-13,10,13,1,1,10,-7,-16,-8,8,-9,
211,-15,-3,14,3,4,2,6,-9,8,-8,-16,4,16,-9,10,14,4,0,1,1,-22,-9,8,-6,
212,-9,0,13,6,3,-1,-3,-23,13,-9,-14,5,27,-3,9,11,6,-1,-7,6,-25,-8,5,-3,
213,0,2,10,9,2,-3,-13,-34,16,-10,-11,3,35,4,9,8,7,0,-14,8,-25,-7,2,0,
214,8,5,6,8,3,-4,-22,-42,16,-9,-8,0,40,10,10,5,6,1,-18,7,-22,-4,-1,3,
215,15,9,3,7,4,-3,-28,-47,13,-6,-5,-3,42,13,10,2,3,0,-21,5,-16,-3,-2,6,
216,21,12,1,6,3,-2,-31,-49,7,-3,-2,-6,41,13,9,-1,0,-1,-23,4,-7,-2,-1,9,
217,26,14,0,5,2,-1,-31,-48,0,0,1,-7,37,10,5,-4,-3,-4,-24,4,5,-1,0,12,
218,30,13,1,4,-1,1,-28,-44,-5,3,4,-5,30,6,-1,-7,-4,-6,-24,5,15,0,1,10,
219,32,9,1,2,-4,0,-22,-37,-7,6,7,-2,21,1,-6,-9,-5,-5,-23,7,22,1,2,7,
220,31,2,0,-1,-7,-1,-15,-27,-6,7,10,1,11,-3,-10,-10,-4,-4,-19,8,26,4,1,4,
221,27,-6,-2,-4,-8,-2,-7,-14,-4,8,13,2,0,-6,-11,-11,-3,-1,-12,6,27,7,-2,1,
222,20,-14,-5,-7,-8,-3,2,2,-1,9,16,3,-12,-9,-9,-12,-3,2,-2,1,25,10,-5,-2,
223,10,-19,-7,-10,-5,-2,10,15,1,8,13,2,-21,-11,-4,-9,-2,5,9,-5,20,11,-6,-5,
224,-2,-21,-6,-12,-2,1,16,25,2,6,10,1,-27,-12,2,-6,-1,6,21,-12,12,12,-7,-8,
225,-13,-20,-2,-11,1,4,21,32,3,5,7,1,-30,-13,8,-3,-1,6,30,-19,1,9,-7,-11,
